	kvk_number	name	alternative_names	norms	websites	sbi_code	sbi_code_description	zipcode	city	segment	category	employees	created_at
2063	40530560	Koninklijke Nederlandse Hockey Bond	['koninklijke nederlandse hockey bond', 'knh']	['sportvloeren', 'kunstgras', 'testmethoden en procedures']	www.knhb.nl,www.knhb.nl,www.knhb.nl	93196	Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport	3528BE	Utrecht	Branche organisaties	Contextverantwoordelijk: groter geheel	0.0	2020-12-22T16:19:53.626005+01:00
2064	27264616	RecyBEM	['recybem']	['banden en velgen', 'oprichting_cen_tc_462_regulated_chemicals_in_products']	www.recybem.nl,www.recybem.nl,www.recybem.nl,www.recybem.nl,www.recybem.nl,www.recybem.nl,www.recybem.nl,www.recybem.nl	3832	Gesorteerd materiaal voorbereiden tot recycling	2491AK	's-Gravenhage	Branche organisaties	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:53.626047+01:00
2065	14120850	SNS	['sns']	['tgb staalconstructies']		0161	Dienstverlening voor de akker- en/of tuinbouw	6595ME	Ottersum	Branche organisaties	nan	0.0	2020-12-22T16:19:53.626069+01:00
2066	41187265	Stichting Verslavingsreclassering GGZ	['stichting verslavingsreclassering ggz']	['verslavingsreclassering']	www.svg.nl	84231	Rechtspraak			Branche organisaties	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:53.626090+01:00
2067	30276595	KNMI	['knmi', 'koninklijk nederlands meteorologisch instituut']	"['wg aardbevingen', 'hydrometrie', 'tg 6 module 7 ""seismische krachten""']"	www.knmi.nl,www.knmi.nl	72199	Overig natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)	3731GA	De Bilt	Overheid - decentraal	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:53.626109+01:00
2068	34380742	Brandweer Amsterdam-Amstelland	['brandweer amsterdam-amstelland', 'kazerne teuniseiligheidsregio amsterdam-amstelland']	['biogasinstallaties']		8425	Brandweer	1051LM	Amsterdam	Overheid - decentraal	Adviserende organisaties	0.0	2020-12-22T16:19:53.626131+01:00
2069	63355582	Stigas	['stigas services', 'stigas']	['beschermende kleding tegen tekenbeten']		86922	Arbobegeleiding en reïntegratie	3445AA	Woerden	Werknemers organisaties	Adviserende organisaties	0.0	2020-12-22T16:19:53.626151+01:00
2070	27196691	Delft University of Technology	['delft university of technology']	['circulair textiel']		93127	Auto- en motorsport			Opleiders en Research organisaties	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:53.626173+01:00
2071	14029669	sofine foods	['sofine foods', 'heuschen & schrouff coenience foods', 'heuschen', 'sogood foods']	['unknown', 'eiwit_transitie']	www.sofine.nl,www.sofine.nl,www.sofine.nl	1089	Vervaardiging van overige voedingsmiddelen (rest)	6374AG	Landgraaf	nan	nan	0.0	2020-12-22T16:19:53.648560+01:00
2072	80595693	de balie	['de balie']	['unknown', 'iwa_women_owned_business']		5630	Cafés	2611HN	Delft	nan	nan	2.0	2020-12-22T16:19:53.648626+01:00
2073	29050271	adek installatie advies	['adek installatie advies', 'adek installatietechniek']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.adek.nl,www.adek.nl	43222	Installatie van verwarmings- en luchtbehandelingsapparatuur	2841DG	Moordrecht	nan	nan	0.0	2020-12-22T16:19:53.648664+01:00
2074	56824661	bouwschool breda opleidingen	['bouwschool breda opleidingen', 'bouwschool breda opleidingebouwschool breda opleidingen']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		85321	Middelbaar beroepsonderwijs	4826KS	Breda	nan	nan	9.0	2020-12-22T16:19:53.648701+01:00
2075	72056509	delta energie	['delta energie']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		3514	Handel in elektriciteit en in gas via leidingen	4337EH	Middelburg	nan	nan	0.0	2020-12-22T16:19:53.648731+01:00
2076	09133707	hans van den hombergh stamrecht	['hans van den hombergh stamrecht']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		64303	Beleggingsinstellingen met beperkte toetreding	6523GM	Nijmegen	nan	nan	0.0	2020-12-22T16:19:53.648760+01:00
2077	05000311	hempel industrial	"[""schaepman's lakfabrieken"", 'hempel industrial']"	['unknown', 'gezond_binnenklimaat_van_gebouwen']		2030	Vervaardiging van verf, vernis e.d., drukinkt en mastiek	8263AH	Kampen	nan	nan	74.0	2020-12-22T16:19:53.648787+01:00
2078	56571860	weerschild	['weerschild']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.weerschild.nl,www.weerschild.nl,www.weerschild.nl	2512	Vervaardiging van metalen deuren, vensters en kozijnen	4128LD	Lexmond	nan	nan	0.0	2020-12-22T16:19:53.648814+01:00
2079	66109698	axis	['axis events', 'axis 360 capture', 'axis psp', 'axis', 'suited structures', 'axis geo solutions', 'axis management', 'axis products', 'axis geo', 'axis huaxis infra', 'axis4all', 'axis desigaxis training', 'axis ontwerp', 'axis safety', 'axis sports', 'axis pbm', 'axis infrastructure', 'axis stages', '3d axis', 'axis staging', 'axis4measure', 'axis store', 'axis structures', 'axis 3d capture', 'axis productions', 'axis crew', 'axis international', 'access2axis']	['unknown', 'cybersecurity', 'gezond_binnenklimaat_van_gebouwen']		90012	Producenten van podiumkunst	5611HB	Eindhoven	nan	nan	1.0	2020-12-22T16:19:53.648842+01:00
2080	01037737	De Vries Trappen	['de vries trappede vries trappen']	['publicatieplatform optie 1']	www.devriestrappen.nl	16231	Vervaardiging van deuren, ramen en kozijnen van hout	8445PD	Heerenveen	nan	nan	85.0	2020-12-22T16:19:53.648876+01:00
2081	38021061	Bosch Thermotechniek	['nefit buderus', 'nefit fasto', 'bosch', 'nefit', 'bosch thermotechnik', 'bosch thermotechniek', 'buderus']	['gezond_binnenklimaat_van_gebouwen', 'warmtenetten', 'nta nieuwe gastoestelcategorie', 'normalisatieplatform waterstof voor de industrie en gebouwde omgeving', 'europese gaskwaliteit', 'verbrandingstoestellen en appendages (excl. industrie- en cv- en warmwatertoestellen)', 'cv- en warmwatertoestellen']	www.nefit.nl,www.nefit.nl,www.nefit.nl,www.nefit.nl	2521	Vervaardiging van ketels en radiatoren voor centrale verwarming	7418BG	Deventer	nan	nan	490.0	2020-12-22T16:19:53.674054+01:00
2082	34359062	hikvision	['hikvisiohikvision europe']	['cybersecurity']		46433	Groothandel in audio- en video-apparatuur	2132PX	Hoofddorp	nan	nan	36.0	2020-12-22T16:19:53.674125+01:00
2083	64731820	Zenith Energy Amsterdam Terminal	['barrington amsterdam terminal', 'zenith energy amsterdam terminal']	['platform atex 153']		6810	Handel in eigen onroerend goed	1045AR	Amsterdam	nan	Directe gebruikers	77.0	2020-12-22T16:19:53.674161+01:00
2084	61204439	Andriessen	['andriesseandriessen consultingandriessen en partandriesseandriessen en partners']	['cybersecurity & privacy']	www.andriessenconsulting.nl	6202	Advisering op het gebied van informatietechnologie	2313KA	Leiden	nan	nan	2.0	2020-12-22T16:19:53.674191+01:00
2085	61222089	Delta Psychiatrisch	['delta psychiatrisch', 'driestroomonderneming de delta']	['cybersecurity & privacy']		88999	Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn	1973VR	IJmuiden	nan	nan	1.0	2020-12-22T16:19:53.674220+01:00
2086	24288349	EDPnet	['edpnet digitv', 'edp-puma automatisering', 'edpnet']	['cybersecurity & privacy']	www.edpnet.nl	6190	Overige telecommunicatie	8226JX	Lelystad	nan	nan	4.0	2020-12-22T16:19:53.674249+01:00
2087	71781773	Gerechtelijke Diensten Haarlem	['gerechtelijke diensten haarlem', 'ondernemersjuristen']	['cybersecurity & privacy']	www.mkbjuristen.nl	69102	Rechtskundige adviesbureaus	2031BN	Haarlem	nan	nan	2.0	2020-12-22T16:19:53.674276+01:00
2088	34081348	Newasco van Houten	['newasco', 'kooiman handel', 'nederlandse wasserij combinatie', 'newasco van houtewasserij van houten']	['publicatieplatform optie 1']	www.newasco.nl,www.newasco.nl,www.newasco.nl	96011	Wasserijen en linnenverhuur	2102LL	Heemstede	nan	nan	30.0	2020-12-22T16:19:53.674304+01:00
2089	56203098	International	['international crimiinternational', 'pl international', 'international', 'intel international', 'international crimiintel international']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy']		47919	Detailhandel via internet in een algemeen assortiment non-food	5664XJ	Geldrop	nan	nan	2.0	2020-12-22T16:19:53.674332+01:00
2090	39066893	Commplot in Communicatie	['commplot in communicatie', 'mtb live', 'takai branded packaging']	['cybersecurity & privacy']	www.commplot.nl	7311	Reclamebureaus	3891KH	Zeewolde	nan	nan	3.0	2020-12-22T16:19:53.674360+01:00
2091	24396869	Direct Pay Credit Management Services	['cessiocession', 'direct pay credit management services']	['cybersecurity & privacy']	www.cession.nl	78202	Uitleenbureaus	3011TA	Rotterdam	nan	nan	37.0	2020-12-22T16:19:53.696669+01:00
2092	54146259	JIP	['jip meubele', 'jip']	['cybersecurity & privacy']	www.jipmeubelen.nl,www.jipmeubelen.nl	46471	Groothandel in huismeubilair	8243PR	Lelystad	nan	nan	2.0	2020-12-22T16:19:53.696736+01:00
2093	61477435	ABCO Beveiliging	['abco beveiliging', 'abco safety & security']	['cybersecurity & privacy']	www.abcobeveiliging.nl	8020	Beveiliging via beveiligingssystemen	6921RW	Duiven	nan	nan	25.0	2020-12-22T16:19:53.696770+01:00
2094	39035097	Roche Diagnostics Nederland	['boehringer mannheim', 'roche diagnostics nederland', 'roche diagnostics']	['cybersecurity & privacy']	www.rochediagnostics.nl,www.rochediagnostics.nl	46461	Groothandel in farmaceutische producten	1322CK	Almere	nan	nan	176.0	2020-12-22T16:19:53.696801+01:00
2095	17191646	Martens Eko	['martens eko']	['better biomass schemabeheer']		46711	Groothandel in vaste brandstoffen	5712EP	Someren	MKB, ZZP	nan	0.0	2020-12-22T16:19:53.696831+01:00
2096	41157755	E-center	['e-center']	['ws 58 : rrg']		94919	Overige levensbeschouwelijke organisaties			MKB, ZZP	nan	0.0	2020-12-22T16:19:53.696860+01:00
2097	16070740	CBR	['cbr', 'cbr baltic', 'betonmortelfabriek maastricht']	['cybersecurity & privacy', 'bttf 116-2 alcoholslot']		2363	Vervaardiging van stortklare beton	5216PD	's-Hertogenbosch	Overheden	nan	0.0	2020-12-22T16:19:53.696902+01:00
2098	34243027	Sensata Technologies Holland	['s&c 1', 'sensata technologies holland']	['automatische regelaars voor huishoudelijk gebruik (nec 72)']		2733	Vervaardiging van schakelaars, stekkers, stopcontacten e.d.	7559SP	Hengelo	Industrie & Handel	Producenten / leveranciers hoofdproduct	227.0	2020-12-22T16:19:53.696934+01:00
2099	59578718	CSK food Enrichment cv	['csk food enrichment cv', 'dsm food specialties cultures', 'dsm food specialties-csk', 'csk', 'csk food enrichment', 'dsm food specialties', 'koninklijke csk food enrichment cv']	['microbiologie van de voedselketen', 'cybersecurity & privacy', 'zuivelmicrobiologie']	www.cskfood.com,www.cskfood.com	20149	Vervaardiging van overige organische basischemicaliën (geen petrochemische producten)	8938AS	Leeuwarden	Industrie & Handel	Directe gebruikers	135.0	2020-12-22T16:19:53.696963+01:00
2100	67607446	Nederlandse Federatie Universitair Medische Centra	['nederlandse federatie universitair medische centra', 'dhd zorgdata']	['secretariaatvoering iso/tc 215/wg 6']	www.dutch.hospitaldata.eu	5812	Databanken	3515GA	Utrecht	Beroeps- en koepelorganisaties	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:53.696997+01:00
2101	63650118	Upfield Research and Development	['upfield research and development', 'unilever bcs research and development']	['voedsel geschikt voor vegetariërs/veganisten']		72193	Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch)	3071JL	Rotterdam	Opleiders en Research organisaties	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:53.718781+01:00
2102	50418386	Energiewacht	['energiewacht groep', 'egg holding', 'energiewacht vkioss & kool installatietechniek', 'energiewacht gazo', 'energiewacht']	['cybersecurity & privacy', 'nen 8025']		43222	Installatie van verwarmings- en luchtbehandelingsapparatuur	8028PS	Zwolle	Testen, certificatie & accreditatie	nan	163.0	2020-12-22T16:19:53.718851+01:00
2103	34115777	alternativ	['alternativ']	['unknown']	www.alternativ.nl	74103	Interieur- en ruimtelijk ontwerp	3632VA	Loenen aan de Vecht	nan	nan	4.0	2020-12-22T16:19:53.718890+01:00
2104	69238421	epson	['epsoepson green vof']	['unknown']		35113	Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht	1852AN	Heiloo	nan	nan	0.0	2020-12-22T16:19:53.718920+01:00
2105	33291638	holland deuren service	['lindab door', 'hds', 'dentona iestments', 'deurenservice', 'holland deuren service groep', 'holland deuren service', 'gj froeling beleggingen']	['unknown']	www.hollanddeurenservice.nl,www.hollanddeurenservice.nl	46694	Groothandel in appendages, technische toebehoren e.d.	3992AE	Houten	nan	nan	0.0	2020-12-22T16:19:53.718952+01:00
2106	68683294	level recuperator	['level recuperator']	['unknown']	www.level-recuperator.com,www.level-recuperator.com	2825	Vervaardiging van machines en apparaten voor industriële koeltechniek en klimaatregeling	5633AA	Eindhoven	nan	nan	0.0	2020-12-22T16:19:53.718996+01:00
2107	30188935	renson	['rensorenson']	['unknown']		6612	Commissionairs en makelaars in effecten, beleggingsadviseurs e.d.	3563MA	Utrecht	nan	nan	0.0	2020-12-22T16:19:53.719022+01:00
2108	24004888	smit internationale	['smit internationale']	['unknown']	www.smit.com,www.smit.com,www.smit.com,www.smit.com	5010	Zee- en kustvaart (passagiersvaart en veerdiensten)	3356LK	Papendrecht	nan	nan	0.0	2020-12-22T16:19:53.719044+01:00
2109	09096035	wink studieboeken	['wink studieboekewink studieboeken']	['unknown']		46498	Groothandel in boeken, tijdschriften en overig drukwerk	7006RE	Doetinchem	nan	nan	3.0	2020-12-22T16:19:53.719067+01:00
2110	39071815	zorggroep almere	['zorggroep almere', 'centrum geriatrische revalidatie flevoburezorggroep almere', 'centrum voor geriatrische revalidatie flevoburestichting zorggroep almere']	['unknown']	www.zorgroep-almere.nl,www.zorgroep-almere.nl	8710	Verpleeghuizen	1315RA	Almere	nan	nan	0.0	2020-12-22T16:19:53.719089+01:00
2111	30085514	ardon afdichtingsbedrijf	['ardoardon montfoort', 'ardon afdichtingsbedrijf']	['unknown', 'conservering_van_beton_met_organische_deklagen']		4334	Schilderen en glaszetten	3417XS	Montfoort	nan	nan	17.0	2020-12-22T16:19:53.744660+01:00
2112	18063540	Eco Steam and Heating Solutions	['eco steam and heating solutions']		www.ecotilburg.com,www.ecotilburg.com	46692	Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek	5047RE	Tilburg			0.0	2020-12-22T16:19:53.744755+01:00
2113	31047344	Booking.com	['booking.com']		www.booking.com,www.booking.com,www.booking.com	6312	Webportals	1017CE	Amsterdam			3428.0	2020-12-22T16:19:53.744785+01:00
2114	34290445	ICL Fertilizers	['icl fertilizers', 'icl fe', 'icl fertilizers europe cv']	['mest']		46752	Groothandel in bestrijdingsmiddelen en kunstmeststoffen	1013BM	Amsterdam	nan	nan	114.0	2020-12-22T16:19:53.744811+01:00
2115	36045940	Foss Benelux	['foss electric benelux', 'foss benelux']	['meststoffen']	www.foss.nl,www.foss.nl	4614	Handelsbemiddeling in machines, technische benodigdheden, schepen en vliegtuigen	3584BH	Utrecht	nan	nan	7.0	2020-12-22T16:19:53.744836+01:00
2116	31018439	Universal Music	['universal music group international', 'universal music group and brands', 'universal music group & bands', 'polydor', 'universal music trading company', 'usm', 'universal music', 'emarcy records', 'mercury records', 'universal trading company', 'polyscope', 'classic distributiouniversal international music', 'universal international holding', 'universal finance', 'polygram allied business', 'universal strategic marketing', 'universal music legends', 'motown entertainment nederland', 'philips music group', 'polygram', 'polygram trading company', 'point music', 'universal music classics', 'uim holding', 'rso records', 'universal commercial & consumer marketing', 'emi music holland', 'philips classics', 'universal allied business', 'universal music mobile', 'polygram international holding', 'polygram international music', 'umg international financeideo screeautomatic video distributiocapella', 'universal international', 'umg netherlands holdingideo distributie centrum vdc', 'spinefarm records', 'koch benelux', 'universal music international holding', 'music for pleasure holland', 'universal music group', 'dapper', 'fontana', 'caroline benelux', 'universal international music', 'emi bovema', 'polygram finance']	['cybersecurity & privacy']		5920	Maken en uitgeven van geluidsopnamen	1217EW	Hilversum	nan	nan	136.0	2020-12-22T16:19:53.744861+01:00
2117	02050484	IB&P	['informatiebeveiliging gemeenten', 'ib&p', 'benjamin & partners art books', 'informatiebeveiliging gemeenteib&p', 'ad hoc', 'librero ibp']	['cybersecurity & privacy']	www.librero-ibp.com,www.librero-ibp.com,www.librero-ibp.com	5811	Uitgeverijen van boeken	5331BG	Kerkdriel	nan	nan	0.0	2020-12-22T16:19:53.744896+01:00
2118	59597429	MP Corporation	['mp corporatiomp corporation', 'mp corporatiomp online shopping']	['cybersecurity & privacy']	www.mpcorporation.nl,www.mpcorporation.nl	4619	Niet-gespecialiseerde handelsbemiddeling	6584AW	Molenhoek	nan	nan	4.0	2020-12-22T16:19:53.744922+01:00
2119	05025359	Wehkamp	['fingus', 'wehkamp', 'wehkamp finance']	['cybersecurity & privacy']	www.wehkampfinance.nl,www.wehkampfinance.nl	47919	Detailhandel via internet in een algemeen assortiment non-food	8011BZ	Zwolle	nan	nan	68.0	2020-12-22T16:19:53.744946+01:00
2120	41020244	Stichting Icare	['stichting zorgunie', 'stichting pantheon groep', 'stichting pantheon zorggroep', 'stichting icare', 'stichting de thuiszorg icare']	['cybersecurity & privacy']	www.icare.nl,www.icare.nl	88101	Thuiszorg	7943PH	Meppel	nan	nan	0.0	2020-12-22T16:19:53.744969+01:00
2121	69903905	DLL	['dll', 'solaroost']	['cybersecurity & privacy']		47596	Winkels gespecialiseerd in overige huishoudelijke artikelen (rest)	7547TD	Enschede	nan	nan	0.0	2020-12-22T16:19:53.767521+01:00
2122	76675882	ProBiblio	['probiblio', 'probiblio service center administraties']	['cybersecurity & privacy']		8211	Brede administratieve dienstverlening	2132LN	Hoofddorp	nan	nan	0.0	2020-12-22T16:19:53.767578+01:00
2123	20028699	Suiker Unie Centraal Kantoor	['cosun food technology centre', 'suiker unie', 'cooperatie cosun ua', 'suiker unie centraal kantoor', 'cosukoninklijke cosuroyal cosusukero', 'koninklijke coöperatie cosun ua', 'coöperatie koninklijke cosun ua', 'suiker unie green energy', 'cftc', 'sundale', 'cosun research & development', 'ontwikkelingsbedrijf bedrijventerrein nieuw prinsenlandan gilse', 'cosun new business & innovatiocosun innovatiocooperatieve vereniging suiker unie ua', 'cooperatie suiker unie ua']	['ergonomie_administratieve_ruimtes__en_kantoren', 'publicatieplatform optie 1']	www.cosun.nl,www.cosun.nl,www.cosun.nl,www.cosun.nl,www.cosun.nl,www.cosun.nl	86924	Vervaardiging van suiker	4814NE	Dinteloord	nan	nan	78.0	2020-12-22T16:19:53.767609+01:00
